Drug1,Drug2,cell,drug1_db,drug2_db,synergy
METFORMIN,SUNITINIB,COLO320,DB00331,DB01268,10.225
METHOTREXATE,BORTEZOMIB,COLO320,DB00563,DB00188,4.5225
METHOTREXATE,DASATINIB,COLO320,DB00563,DB01254,2.3075
METHOTREXATE,ERLOTINIB,COLO320,DB00563,DB00530,1.3725
METHOTREXATE,GELDANAMYCIN,COLO320,DB00563,DB02424,1.78
METHOTREXATE,LAPATINIB,COLO320,DB00563,DB01259,2.4075
METHOTREXATE,SORAFENIB,COLO320,DB00563,DB00398,-1.535
METHOTREXATE,SUNITINIB,COLO320,DB00563,DB01268,-0.5325
PACLITAXEL,BORTEZOMIB,COLO320,DB01229,DB00188,14.225
PACLITAXEL,DASATINIB,COLO320,DB01229,DB01254,3.3375
PACLITAXEL,ERLOTINIB,COLO320,DB01229,DB00530,7.965
PACLITAXEL,GELDANAMYCIN,COLO320,DB01229,DB02424,2.1225
PACLITAXEL,LAPATINIB,COLO320,DB01229,DB01259,20.705
PACLITAXEL,SORAFENIB,COLO320,DB01229,DB00398,1.58
PACLITAXEL,SUNITINIB,COLO320,DB01229,DB01268,13.355
SUNITINIB,BORTEZOMIB,COLO320,DB01268,DB00188,16.0825
SUNITINIB,DASATINIB,COLO320,DB01268,DB01254,14.695
SUNITINIB,ERLOTINIB,COLO320,DB01268,DB00530,8.54
SUNITINIB,GELDANAMYCIN,COLO320,DB01268,DB02424,10.8475
SUNITINIB,LAPATINIB,COLO320,DB01268,DB01259,12.0325
SUNITINIB,SORAFENIB,COLO320,DB01268,DB00398,3.6725
SUNITINIB,TOPOTECAN,COLO320,DB01268,DB01030,1.8975
TOPOTECAN,SORAFENIB,COLO320,DB01030,DB00398,-1.375
VINBLASTINE,BORTEZOMIB,COLO320,DB00570,DB00188,15.525
VINBLASTINE,DASATINIB,COLO320,DB00570,DB01254,3.735
VINBLASTINE,ERLOTINIB,COLO320,DB00570,DB00530,10.7275
VINBLASTINE,GELDANAMYCIN,COLO320,DB00570,DB02424,2.0325
VINBLASTINE,LAPATINIB,COLO320,DB00570,DB01259,7.4575
VINBLASTINE,SORAFENIB,COLO320,DB00570,DB00398,5.105
VINBLASTINE,SUNITINIB,COLO320,DB00570,DB01268,15.1925
VINORELBINE,BORTEZOMIB,COLO320,DB00361,DB00188,15.7075
VINORELBINE,DASATINIB,COLO320,DB00361,DB01254,4.5975
VINORELBINE,ERLOTINIB,COLO320,DB00361,DB00530,14.045
VINORELBINE,GELDANAMYCIN,COLO320,DB00361,DB02424,2.27
VINORELBINE,LAPATINIB,COLO320,DB00361,DB01259,16.5475
VINORELBINE,SORAFENIB,COLO320,DB00361,DB00398,4.775
VINORELBINE,SUNITINIB,COLO320,DB00361,DB01268,15.1525
5-FU,BORTEZOMIB,DLD1,DB00544,DB00188,2.1625
5-FU,DASATINIB,DLD1,DB00544,DB01254,4.585
5-FU,ERLOTINIB,DLD1,DB00544,DB00530,1.4
5-FU,GELDANAMYCIN,DLD1,DB00544,DB02424,-2.41
5-FU,LAPATINIB,DLD1,DB00544,DB01259,0.05
5-FU,SORAFENIB,DLD1,DB00544,DB00398,5.7275
5-FU,SUNITINIB,DLD1,DB00544,DB01268,6.5725
BORTEZOMIB,DASATINIB,DLD1,DB00188,DB01254,1.9175
BORTEZOMIB,GELDANAMYCIN,DLD1,DB00188,DB02424,0.5025
BORTEZOMIB,SORAFENIB,DLD1,DB00188,DB00398,4.9575
BORTEZOMIB,TOPOTECAN,DLD1,DB00188,DB01030,3.17
DASATINIB,GELDANAMYCIN,DLD1,DB01254,DB02424,2.1325
DASATINIB,SORAFENIB,DLD1,DB01254,DB00398,8.6425
DASATINIB,TOPOTECAN,DLD1,DB01254,DB01030,-2.425
DEXAMETHASONE,BORTEZOMIB,DLD1,DB01234,DB00188,2.32
DEXAMETHASONE,DASATINIB,DLD1,DB01234,DB01254,3.1325
DEXAMETHASONE,ERLOTINIB,DLD1,DB01234,DB00530,2.025
DEXAMETHASONE,GELDANAMYCIN,DLD1,DB01234,DB02424,2.2875
DEXAMETHASONE,LAPATINIB,DLD1,DB01234,DB01259,-0.92
DEXAMETHASONE,SORAFENIB,DLD1,DB01234,DB00398,12.095
DEXAMETHASONE,SUNITINIB,DLD1,DB01234,DB01268,13.9475
DOXORUBICIN,BORTEZOMIB,DLD1,DB00997,DB00188,0.395
DOXORUBICIN,DASATINIB,DLD1,DB00997,DB01254,0.7325
DOXORUBICIN,ERLOTINIB,DLD1,DB00997,DB00530,-5.2875
DOXORUBICIN,GELDANAMYCIN,DLD1,DB00997,DB02424,-5.6775
DOXORUBICIN,LAPATINIB,DLD1,DB00997,DB01259,2.3675
DOXORUBICIN,SORAFENIB,DLD1,DB00997,DB00398,-0.7375
DOXORUBICIN,SUNITINIB,DLD1,DB00997,DB01268,-7.1725
ERLOTINIB,BORTEZOMIB,DLD1,DB00530,DB00188,1.67
ERLOTINIB,DASATINIB,DLD1,DB00530,DB01254,15.925
ERLOTINIB,GELDANAMYCIN,DLD1,DB00530,DB02424,5.9125
ERLOTINIB,SORAFENIB,DLD1,DB00530,DB00398,8.4575
ERLOTINIB,TOPOTECAN,DLD1,DB00530,DB01030,4.255
ETOPOSIDE,BORTEZOMIB,DLD1,DB00773,DB00188,0.9625
ETOPOSIDE,DASATINIB,DLD1,DB00773,DB01254,2.825
ETOPOSIDE,ERLOTINIB,DLD1,DB00773,DB00530,3.6375
ETOPOSIDE,GELDANAMYCIN,DLD1,DB00773,DB02424,-2.1925
ETOPOSIDE,LAPATINIB,DLD1,DB00773,DB01259,8.9
ETOPOSIDE,SORAFENIB,DLD1,DB00773,DB00398,5.835
ETOPOSIDE,SUNITINIB,DLD1,DB00773,DB01268,-4.9775
GELDANAMYCIN,SORAFENIB,DLD1,DB02424,DB00398,7.75
GELDANAMYCIN,TOPOTECAN,DLD1,DB02424,DB01030,1.2925
GEMCITABINE,BORTEZOMIB,DLD1,DB00441,DB00188,2.7675
GEMCITABINE,DASATINIB,DLD1,DB00441,DB01254,1.7225
GEMCITABINE,ERLOTINIB,DLD1,DB00441,DB00530,3.1325
GEMCITABINE,GELDANAMYCIN,DLD1,DB00441,DB02424,-1.785
GEMCITABINE,LAPATINIB,DLD1,DB00441,DB01259,-4.1175
GEMCITABINE,SORAFENIB,DLD1,DB00441,DB00398,3.3075
GEMCITABINE,SUNITINIB,DLD1,DB00441,DB01268,-3.05
LAPATINIB,BORTEZOMIB,DLD1,DB01259,DB00188,2.665
LAPATINIB,DASATINIB,DLD1,DB01259,DB01254,16.68
LAPATINIB,ERLOTINIB,DLD1,DB01259,DB00530,2.105
LAPATINIB,GELDANAMYCIN,DLD1,DB01259,DB02424,8.415
LAPATINIB,SORAFENIB,DLD1,DB01259,DB00398,13.1475
LAPATINIB,TOPOTECAN,DLD1,DB01259,DB01030,2.955
METFORMIN,BORTEZOMIB,DLD1,DB00331,DB00188,1.8425
METFORMIN,DASATINIB,DLD1,DB00331,DB01254,3.9125
METFORMIN,ERLOTINIB,DLD1,DB00331,DB00530,3.41
METFORMIN,GELDANAMYCIN,DLD1,DB00331,DB02424,2.5975
METFORMIN,LAPATINIB,DLD1,DB00331,DB01259,-2.08
METFORMIN,SORAFENIB,DLD1,DB00331,DB00398,9.025
METFORMIN,SUNITINIB,DLD1,DB00331,DB01268,3.64
METHOTREXATE,BORTEZOMIB,DLD1,DB00563,DB00188,0.8825
METHOTREXATE,DASATINIB,DLD1,DB00563,DB01254,-3.2975
METHOTREXATE,ERLOTINIB,DLD1,DB00563,DB00530,-1.565
METHOTREXATE,GELDANAMYCIN,DLD1,DB00563,DB02424,-1.6575
METHOTREXATE,LAPATINIB,DLD1,DB00563,DB01259,-3.265
METHOTREXATE,SORAFENIB,DLD1,DB00563,DB00398,6.5475
METHOTREXATE,SUNITINIB,DLD1,DB00563,DB01268,-3.7425
PACLITAXEL,BORTEZOMIB,DLD1,DB01229,DB00188,1.9325
PACLITAXEL,DASATINIB,DLD1,DB01229,DB01254,7.0025
PACLITAXEL,ERLOTINIB,DLD1,DB01229,DB00530,6.7325
PACLITAXEL,GELDANAMYCIN,DLD1,DB01229,DB02424,-3.28
PACLITAXEL,LAPATINIB,DLD1,DB01229,DB01259,16.85
PACLITAXEL,SORAFENIB,DLD1,DB01229,DB00398,10.2825
PACLITAXEL,SUNITINIB,DLD1,DB01229,DB01268,5.0825
SUNITINIB,BORTEZOMIB,DLD1,DB01268,DB00188,1.84
SUNITINIB,DASATINIB,DLD1,DB01268,DB01254,14.785
SUNITINIB,ERLOTINIB,DLD1,DB01268,DB00530,11.0625
SUNITINIB,GELDANAMYCIN,DLD1,DB01268,DB02424,9.1175
SUNITINIB,LAPATINIB,DLD1,DB01268,DB01259,14.1625
SUNITINIB,SORAFENIB,DLD1,DB01268,DB00398,6.1625
SUNITINIB,TOPOTECAN,DLD1,DB01268,DB01030,-9.2525
TOPOTECAN,SORAFENIB,DLD1,DB01030,DB00398,7.8425
VINBLASTINE,BORTEZOMIB,DLD1,DB00570,DB00188,0.235
VINBLASTINE,DASATINIB,DLD1,DB00570,DB01254,4.87
VINBLASTINE,ERLOTINIB,DLD1,DB00570,DB00530,6.545
VINBLASTINE,GELDANAMYCIN,DLD1,DB00570,DB02424,-4.4275
VINBLASTINE,LAPATINIB,DLD1,DB00570,DB01259,7.4275
VINBLASTINE,SORAFENIB,DLD1,DB00570,DB00398,12.42
VINBLASTINE,SUNITINIB,DLD1,DB00570,DB01268,3.8675
VINORELBINE,BORTEZOMIB,DLD1,DB00361,DB00188,-1.8225
VINORELBINE,DASATINIB,DLD1,DB00361,DB01254,5.2875
VINORELBINE,ERLOTINIB,DLD1,DB00361,DB00530,14.105
VINORELBINE,GELDANAMYCIN,DLD1,DB00361,DB02424,-4.78
VINORELBINE,LAPATINIB,DLD1,DB00361,DB01259,10.22
VINORELBINE,SORAFENIB,DLD1,DB00361,DB00398,10.1975
VINORELBINE,SUNITINIB,DLD1,DB00361,DB01268,8.1725
5-FU,BORTEZOMIB,ES2,DB00544,DB00188,4.4425
5-FU,DASATINIB,ES2,DB00544,DB01254,0.96
5-FU,ERLOTINIB,ES2,DB00544,DB00530,8.9825
5-FU,GELDANAMYCIN,ES2,DB00544,DB02424,-4.03
5-FU,LAPATINIB,ES2,DB00544,DB01259,-0.04
5-FU,SORAFENIB,ES2,DB00544,DB00398,2.015
5-FU,SUNITINIB,ES2,DB00544,DB01268,9.585
BORTEZOMIB,DASATINIB,ES2,DB00188,DB01254,7.015
BORTEZOMIB,GELDANAMYCIN,ES2,DB00188,DB02424,5.66
BORTEZOMIB,SORAFENIB,ES2,DB00188,DB00398,5.5025
BORTEZOMIB,TOPOTECAN,ES2,DB00188,DB01030,3.885
DASATINIB,GELDANAMYCIN,ES2,DB01254,DB02424,-0.255
DASATINIB,SORAFENIB,ES2,DB01254,DB00398,7.1725
DASATINIB,TOPOTECAN,ES2,DB01254,DB01030,-0.9775
DEXAMETHASONE,BORTEZOMIB,ES2,DB01234,DB00188,13.79
DEXAMETHASONE,DASATINIB,ES2,DB01234,DB01254,4.6425
DEXAMETHASONE,ERLOTINIB,ES2,DB01234,DB00530,9.2125
DEXAMETHASONE,GELDANAMYCIN,ES2,DB01234,DB02424,10.7175
DEXAMETHASONE,LAPATINIB,ES2,DB01234,DB01259,3.995
DEXAMETHASONE,SORAFENIB,ES2,DB01234,DB00398,11.2525
DEXAMETHASONE,SUNITINIB,ES2,DB01234,DB01268,13.53
DOXORUBICIN,BORTEZOMIB,ES2,DB00997,DB00188,1.9625
DOXORUBICIN,DASATINIB,ES2,DB00997,DB01254,1.1925
DOXORUBICIN,ERLOTINIB,ES2,DB00997,DB00530,2.5675
DOXORUBICIN,GELDANAMYCIN,ES2,DB00997,DB02424,0.7175
DOXORUBICIN,LAPATINIB,ES2,DB00997,DB01259,0.85
DOXORUBICIN,SORAFENIB,ES2,DB00997,DB00398,-2.0275
DOXORUBICIN,SUNITINIB,ES2,DB00997,DB01268,-2.58
ERLOTINIB,BORTEZOMIB,ES2,DB00530,DB00188,8.0225
ERLOTINIB,DASATINIB,ES2,DB00530,DB01254,9.185
ERLOTINIB,GELDANAMYCIN,ES2,DB00530,DB02424,8.035
ERLOTINIB,SORAFENIB,ES2,DB00530,DB00398,8.315
ERLOTINIB,TOPOTECAN,ES2,DB00530,DB01030,12.635
ETOPOSIDE,BORTEZOMIB,ES2,DB00773,DB00188,2.895
ETOPOSIDE,DASATINIB,ES2,DB00773,DB01254,-0.9125
ETOPOSIDE,ERLOTINIB,ES2,DB00773,DB00530,11.16
ETOPOSIDE,GELDANAMYCIN,ES2,DB00773,DB02424,3.89
ETOPOSIDE,LAPATINIB,ES2,DB00773,DB01259,2.6325
ETOPOSIDE,SORAFENIB,ES2,DB00773,DB00398,1.11
ETOPOSIDE,SUNITINIB,ES2,DB00773,DB01268,-3.0225
GELDANAMYCIN,SORAFENIB,ES2,DB02424,DB00398,4.1325
GELDANAMYCIN,TOPOTECAN,ES2,DB02424,DB01030,4.5725
GEMCITABINE,BORTEZOMIB,ES2,DB00441,DB00188,5.57
GEMCITABINE,DASATINIB,ES2,DB00441,DB01254,9.345
GEMCITABINE,ERLOTINIB,ES2,DB00441,DB00530,7.0725
GEMCITABINE,GELDANAMYCIN,ES2,DB00441,DB02424,7.22
GEMCITABINE,LAPATINIB,ES2,DB00441,DB01259,0.63
GEMCITABINE,SORAFENIB,ES2,DB00441,DB00398,-0.8825
GEMCITABINE,SUNITINIB,ES2,DB00441,DB01268,2.77
LAPATINIB,BORTEZOMIB,ES2,DB01259,DB00188,8.69
LAPATINIB,DASATINIB,ES2,DB01259,DB01254,-2.84
LAPATINIB,ERLOTINIB,ES2,DB01259,DB00530,1.5675
LAPATINIB,GELDANAMYCIN,ES2,DB01259,DB02424,2.5875
LAPATINIB,SORAFENIB,ES2,DB01259,DB00398,6.815
LAPATINIB,TOPOTECAN,ES2,DB01259,DB01030,1.49
METFORMIN,BORTEZOMIB,ES2,DB00331,DB00188,5.6325
METFORMIN,DASATINIB,ES2,DB00331,DB01254,-2.27
METFORMIN,ERLOTINIB,ES2,DB00331,DB00530,2.5425
METFORMIN,GELDANAMYCIN,ES2,DB00331,DB02424,-4.4175
METFORMIN,LAPATINIB,ES2,DB00331,DB01259,-2.7
METFORMIN,SORAFENIB,ES2,DB00331,DB00398,4.35
METFORMIN,SUNITINIB,ES2,DB00331,DB01268,2.565
METHOTREXATE,BORTEZOMIB,ES2,DB00563,DB00188,4.25
METHOTREXATE,DASATINIB,ES2,DB00563,DB01254,4.06
METHOTREXATE,ERLOTINIB,ES2,DB00563,DB00530,13.155
METHOTREXATE,GELDANAMYCIN,ES2,DB00563,DB02424,0.4325
METHOTREXATE,LAPATINIB,ES2,DB00563,DB01259,7.9875
METHOTREXATE,SORAFENIB,ES2,DB00563,DB00398,5.6175
METHOTREXATE,SUNITINIB,ES2,DB00563,DB01268,0.595
PACLITAXEL,BORTEZOMIB,ES2,DB01229,DB00188,3.695
PACLITAXEL,DASATINIB,ES2,DB01229,DB01254,6.45
PACLITAXEL,ERLOTINIB,ES2,DB01229,DB00530,13.4375
PACLITAXEL,GELDANAMYCIN,ES2,DB01229,DB02424,4.7375
PACLITAXEL,LAPATINIB,ES2,DB01229,DB01259,15.095
PACLITAXEL,SORAFENIB,ES2,DB01229,DB00398,7.0925
PACLITAXEL,SUNITINIB,ES2,DB01229,DB01268,10.2625
SUNITINIB,BORTEZOMIB,ES2,DB01268,DB00188,4.425
SUNITINIB,DASATINIB,ES2,DB01268,DB01254,13.625
SUNITINIB,ERLOTINIB,ES2,DB01268,DB00530,13.005
SUNITINIB,GELDANAMYCIN,ES2,DB01268,DB02424,8.1575
SUNITINIB,LAPATINIB,ES2,DB01268,DB01259,4.0125
SUNITINIB,SORAFENIB,ES2,DB01268,DB00398,5.405
SUNITINIB,TOPOTECAN,ES2,DB01268,DB01030,-0.715
TOPOTECAN,SORAFENIB,ES2,DB01030,DB00398,7.975
VINBLASTINE,BORTEZOMIB,ES2,DB00570,DB00188,3.8225
VINBLASTINE,DASATINIB,ES2,DB00570,DB01254,0.53
VINBLASTINE,ERLOTINIB,ES2,DB00570,DB00530,13.3875
VINBLASTINE,GELDANAMYCIN,ES2,DB00570,DB02424,-3.81
VINBLASTINE,LAPATINIB,ES2,DB00570,DB01259,4.425
VINBLASTINE,SORAFENIB,ES2,DB00570,DB00398,10.275
VINBLASTINE,SUNITINIB,ES2,DB00570,DB01268,1.0475
VINORELBINE,BORTEZOMIB,ES2,DB00361,DB00188,5.2525
VINORELBINE,DASATINIB,ES2,DB00361,DB01254,8.02
VINORELBINE,ERLOTINIB,ES2,DB00361,DB00530,16.3025
VINORELBINE,GELDANAMYCIN,ES2,DB00361,DB02424,1.4675
VINORELBINE,LAPATINIB,ES2,DB00361,DB01259,12.4825
VINORELBINE,SORAFENIB,ES2,DB00361,DB00398,7.5975
VINORELBINE,SUNITINIB,ES2,DB00361,DB01268,9.6075
5-FU,BORTEZOMIB,HCT116,DB00544,DB00188,0.598
5-FU,DASATINIB,HCT116,DB00544,DB01254,3.512
5-FU,ERLOTINIB,HCT116,DB00544,DB00530,2.558
5-FU,GELDANAMYCIN,HCT116,DB00544,DB02424,2.95
5-FU,LAPATINIB,HCT116,DB00544,DB01259,-1.694
5-FU,SORAFENIB,HCT116,DB00544,DB00398,1.818
5-FU,SUNITINIB,HCT116,DB00544,DB01268,7.964
BORTEZOMIB,DASATINIB,HCT116,DB00188,DB01254,2.3225
BORTEZOMIB,GELDANAMYCIN,HCT116,DB00188,DB02424,1.7325
BORTEZOMIB,SORAFENIB,HCT116,DB00188,DB00398,1.58
BORTEZOMIB,TOPOTECAN,HCT116,DB00188,DB01030,1.8375
DASATINIB,GELDANAMYCIN,HCT116,DB01254,DB02424,14.845
DASATINIB,SORAFENIB,HCT116,DB01254,DB00398,9.764
DASATINIB,TOPOTECAN,HCT116,DB01254,DB01030,5.906
DEXAMETHASONE,BORTEZOMIB,HCT116,DB01234,DB00188,0.6475
DEXAMETHASONE,DASATINIB,HCT116,DB01234,DB01254,1.18
DEXAMETHASONE,ERLOTINIB,HCT116,DB01234,DB00530,-5.1925
DEXAMETHASONE,GELDANAMYCIN,HCT116,DB01234,DB02424,-0.395
DEXAMETHASONE,LAPATINIB,HCT116,DB01234,DB01259,-4.47
DEXAMETHASONE,SORAFENIB,HCT116,DB01234,DB00398,0.24
DEXAMETHASONE,SUNITINIB,HCT116,DB01234,DB01268,3.795
DOXORUBICIN,BORTEZOMIB,HCT116,DB00997,DB00188,0.5675
DOXORUBICIN,DASATINIB,HCT116,DB00997,DB01254,7.7325
DOXORUBICIN,ERLOTINIB,HCT116,DB00997,DB00530,3.105
DOXORUBICIN,GELDANAMYCIN,HCT116,DB00997,DB02424,0.5775
DOXORUBICIN,LAPATINIB,HCT116,DB00997,DB01259,2.76
DOXORUBICIN,SORAFENIB,HCT116,DB00997,DB00398,-4.0425
DOXORUBICIN,SUNITINIB,HCT116,DB00997,DB01268,-0.4825
ERLOTINIB,BORTEZOMIB,HCT116,DB00530,DB00188,1.192
ERLOTINIB,DASATINIB,HCT116,DB00530,DB01254,1.185
ERLOTINIB,GELDANAMYCIN,HCT116,DB00530,DB02424,9.835
ERLOTINIB,SORAFENIB,HCT116,DB00530,DB00398,2.0775
ERLOTINIB,TOPOTECAN,HCT116,DB00530,DB01030,9.5075
ETOPOSIDE,BORTEZOMIB,HCT116,DB00773,DB00188,1.265
ETOPOSIDE,DASATINIB,HCT116,DB00773,DB01254,9.3775
ETOPOSIDE,ERLOTINIB,HCT116,DB00773,DB00530,9.15
ETOPOSIDE,GELDANAMYCIN,HCT116,DB00773,DB02424,2.2625
ETOPOSIDE,LAPATINIB,HCT116,DB00773,DB01259,5.575
ETOPOSIDE,SORAFENIB,HCT116,DB00773,DB00398,2.7825
ETOPOSIDE,SUNITINIB,HCT116,DB00773,DB01268,5.4475
GELDANAMYCIN,SORAFENIB,HCT116,DB02424,DB00398,3.0575
GELDANAMYCIN,TOPOTECAN,HCT116,DB02424,DB01030,1.7075
GEMCITABINE,BORTEZOMIB,HCT116,DB00441,DB00188,0.085
GEMCITABINE,DASATINIB,HCT116,DB00441,DB01254,9.7625
GEMCITABINE,ERLOTINIB,HCT116,DB00441,DB00530,1.2025
GEMCITABINE,GELDANAMYCIN,HCT116,DB00441,DB02424,-6.91
GEMCITABINE,LAPATINIB,HCT116,DB00441,DB01259,-5.2275
GEMCITABINE,SORAFENIB,HCT116,DB00441,DB00398,-5.0275
GEMCITABINE,SUNITINIB,HCT116,DB00441,DB01268,0.4825
LAPATINIB,BORTEZOMIB,HCT116,DB01259,DB00188,-0.988
LAPATINIB,DASATINIB,HCT116,DB01259,DB01254,-0.695
LAPATINIB,ERLOTINIB,HCT116,DB01259,DB00530,-3.294
LAPATINIB,GELDANAMYCIN,HCT116,DB01259,DB02424,3.005
LAPATINIB,SORAFENIB,HCT116,DB01259,DB00398,4.1
LAPATINIB,TOPOTECAN,HCT116,DB01259,DB01030,-0.924
METFORMIN,BORTEZOMIB,HCT116,DB00331,DB00188,-0.67
METFORMIN,DASATINIB,HCT116,DB00331,DB01254,2.575
METFORMIN,ERLOTINIB,HCT116,DB00331,DB00530,-3.9225
METFORMIN,GELDANAMYCIN,HCT116,DB00331,DB02424,-0.555
METFORMIN,LAPATINIB,HCT116,DB00331,DB01259,-2.4475
METFORMIN,SORAFENIB,HCT116,DB00331,DB00398,2.7125
METFORMIN,SUNITINIB,HCT116,DB00331,DB01268,5.3225
METHOTREXATE,BORTEZOMIB,HCT116,DB00563,DB00188,-2.666
METHOTREXATE,DASATINIB,HCT116,DB00563,DB01254,-4.5825
METHOTREXATE,ERLOTINIB,HCT116,DB00563,DB00530,-0.55
METHOTREXATE,GELDANAMYCIN,HCT116,DB00563,DB02424,-6.435
METHOTREXATE,LAPATINIB,HCT116,DB00563,DB01259,-3.88
METHOTREXATE,SORAFENIB,HCT116,DB00563,DB00398,-3.86
METHOTREXATE,SUNITINIB,HCT116,DB00563,DB01268,-4.9625
PACLITAXEL,BORTEZOMIB,HCT116,DB01229,DB00188,0.532
PACLITAXEL,DASATINIB,HCT116,DB01229,DB01254,5.616
PACLITAXEL,ERLOTINIB,HCT116,DB01229,DB00530,-1.2
PACLITAXEL,GELDANAMYCIN,HCT116,DB01229,DB02424,0.2175
PACLITAXEL,LAPATINIB,HCT116,DB01229,DB01259,5.874
PACLITAXEL,SORAFENIB,HCT116,DB01229,DB00398,5.922
PACLITAXEL,SUNITINIB,HCT116,DB01229,DB01268,7.914
